FIPS,Geographic Name,Geographic Subtype,Total Vote,Democratic,Republican,Independent,Libertarian,Constitution,Green,Liberty Union,Write-ins,Ind. American,State1,State2,State3,
37015,Bertie,County,9788,6080,3654,0,41,13,0,0,0,0,0,0,0,0
37017,Bladen,County,17033,7784,9096,0,105,48,0,0,0,0,0,0,0,0
37019,Brunswick,County,89781,36818,51703,0,850,410,0,0,0,0,0,0,0,0
37021,Buncombe,County,160442,99395,58153,0,2272,622,0,0,0,0,0,0,0,0
37023,Burke,County,44459,15028,28898,0,364,169,0,0,0,0,0,0,0,0
37025,Cabarrus,County,116337,54665,59682,0,1484,506,0,0,0,0,0,0,0,0
37027,Caldwell,County,42673,11926,30234,0,368,145,0,0,0,0,0,0,0,0
37029,Camden,County,5913,1600,4200,0,87,26,0,0,0,0,0,0,0,0
37031,Carteret,County,42524,13293,28689,0,388,154,0,0,0,0,0,0,0,0
37033,Caswell,County,12020,5285,6634,0,69,32,0,0,0,0,0,0,0,0
37035,Catawba,County,83248,28267,53802,0,828,351,0,0,0,0,0,0,0,0
37037,Chatham,County,48544,28128,19937,0,364,115,0,0,0,0,0,0,0,0
37039,Cherokee,County,16351,3772,12349,0,171,59,0,0,0,0,0,0,0,0
37041,Chowan,County,7765,3399,4308,0,43,15,0,0,0,0,0,0,0,0
37043,Clay,County,6858,1761,4994,0,69,34,0,0,0,0,0,0,0,0
37045,Cleveland,County,51124,18549,32031,0,399,145,0,0,0,0,0,0,0,0
37047,Columbus,County,26245,10309,15713,0,139,84,0,0,0,0,0,0,0,0
37049,Craven,County,52856,22436,29614,0,584,222,0,0,0,0,0,0,0,0
37051,Cumberland,County,146493,88278,55197,0,2168,850,0,0,0,0,0,0,0,0
37053,Currituck,County,16025,4382,11293,0,255,95,0,0,0,0,0,0,0,0
37055,Dare,County,24020,10485,13151,0,290,94,0,0,0,0,0,0,0,0
37057,Davidson,County,88430,26598,60771,0,796,265,0,0,0,0,0,0,0,0
37059,Davie,County,25278,7904,17104,0,200,70,0,0,0,0,0,0,0,0
37061,Duplin,County,22640,9164,13295,0,119,62,0,0,0,0,0,0,0,0
37063,Durham,County,179595,147110,29989,0,1955,541,0,0,0,0,0,0,0,0
37065,Edgecombe,County,25449,16786,8487,0,108,68,0,0,0,0,0,0,0,0
37067,Forsyth,County,200324,118663,78475,0,2345,841,0,0,0,0,0,0,0,0
37069,Franklin,County,37345,17427,19400,0,385,133,0,0,0,0,0,0,0,0
37071,Gaston,County,114919,44074,69158,0,1213,474,0,0,0,0,0,0,0,0
37073,Gates,County,5933,2679,3163,0,52,39,0,0,0,0,0,0,0,0
37075,Graham,County,4644,1104,3489,0,36,15,0,0,0,0,0,0,0,0
37077,Granville,County,31548,15756,15411,0,281,100,0,0,0,0,0,0,0,0
37079,Greene,County,8735,3991,4678,0,44,22,0,0,0,0,0,0,0,0
37081,Guilford,County,282592,180160,97973,0,3305,1154,0,0,0,0,0,0,0,0
37083,Halifax,County,25698,16098,9403,0,132,65,0,0,0,0,0,0,0,0
37085,Harnett,County,58082,23987,33049,0,771,275,0,0,0,0,0,0,0,0
37087,Haywood,County,36459,14779,21185,0,374,121,0,0,0,0,0,0,0,0
37089,Henderson,County,68190,29144,38028,0,758,260,0,0,0,0,0,0,0,0
37091,Hertford,County,10568,7212,3282,0,49,25,0,0,0,0,0,0,0,0
37093,Hoke,County,21528,12597,8475,0,344,112,0,0,0,0,0,0,0,0
37095,Hyde,County,2483,1111,1351,0,15,6,0,0,0,0,0,0,0,0
37097,Iredell,County,101997,36375,63962,0,1227,433,0,0,0,0,0,0,0,0
37099,Jackson,County,21346,10406,10519,0,320,101,0,0,0,0,0,0,0,0
37101,Johnston,County,111074,45165,64310,0,1137,462,0,0,0,0,0,0,0,0
37103,Jones,County,5512,2333,3128,0,35,16,0,0,0,0,0,0,0,0
37105,Lee,County,28861,13522,14937,0,285,117,0,0,0,0,0,0,0,0
37107,Lenoir,County,28348,14208,13906,0,176,58,0,0,0,0,0,0,0,0
37109,Lincoln,County,50108,14730,34711,0,449,218,0,0,0,0,0,0,0,0
37111,McDowell,County,22900,6851,15761,0,203,85,0,0,0,0,0,0,0,0
37113,Macon,County,20684,7062,13333,0,200,89,0,0,0,0,0,0,0,0
37115,Madison,County,13051,5489,7352,0,154,56,0,0,0,0,0,0,0,0
37117,Martin,County,12513,6277,6154,0,52,30,0,0,0,0,0,0,0,0
37119,Mecklenburg,County,564433,382726,171123,0,8145,2439,0,0,0,0,0,0,0,0
37121,Mitchell,County,9001,2090,6827,0,59,25,0,0,0,0,0,0,0,0
37123,Montgomery,County,12826,5069,7622,0,96,39,0,0,0,0,0,0,0,0
37125,Moore,County,58127,22974,34311,0,610,232,0,0,0,0,0,0,0,0
37127,Nash,County,52194,27692,24062,0,306,134,0,0,0,0,0,0,0,0
37129,New Hanover,County,131276,69554,59305,0,1845,572,0,0,0,0,0,0,0,0
37131,Northampton,County,10084,6313,3689,0,52,30,0,0,0,0,0,0,0,0
37133,Onslow,County,71478,25653,43838,0,1454,533,0,0,0,0,0,0,0,0
37135,Orange,County,84815,65042,18810,0,787,176,0,0,0,0,0,0,0,0
37137,Pamlico,County,7626,2881,4672,0,48,25,0,0,0,0,0,0,0,0
37139,Pasquotank,County,19811,10061,9449,0,207,94,0,0,0,0,0,0,0,0
37141,Pender,County,34005,12599,20854,0,398,154,0,0,0,0,0,0,0,0
37143,Perquimans,County,7471,2637,4756,0,58,20,0,0,0,0,0,0,0,0
37145,Person,County,21809,9301,12296,0,142,70,0,0,0,0,0,0,0,0
37147,Pitt,County,87388,48995,37210,0,898,285,0,0,0,0,0,0,0,0
37149,Polk,County,12299,4863,7280,0,114,42,0,0,0,0,0,0,0,0
37151,Randolph,County,72913,18929,53176,0,555,253,0,0,0,0,0,0,0,0
37153,Richmond,County,20631,9622,10740,0,183,86,0,0,0,0,0,0,0,0
37155,Robeson,County,46590,22281,23888,0,280,141,0,0,0,0,0,0,0,0
37157,Rockingham,County,47652,18197,28891,0,415,149,0,0,0,0,0,0,0,0
37159,Rowan,County,73219,25473,46676,0,750,320,0,0,0,0,0,0,0,0
37161,Rutherford,County,34276,10469,23437,0,249,121,0,0,0,0,0,0,0,0
37163,Sampson,County,28538,11890,16404,0,174,70,0,0,0,0,0,0,0,0
37165,Scotland,County,14647,7671,6821,0,94,61,0,0,0,0,0,0,0,0
37167,Stanly,County,33816,9413,24022,0,264,117,0,0,0,0,0,0,0,0
37169,Stokes,County,25682,6567,18850,0,200,65,0,0,0,0,0,0,0,0
37171,Surry,County,36599,10872,25366,0,265,96,0,0,0,0,0,0,0,0
37173,Swain,County,7029,3043,3847,0,107,32,0,0,0,0,0,0,0,0
37175,Transylvania,County,20325,9226,10800,0,230,69,0,0,0,0,0,0,0,0
37177,Tyrrell,County,1802,811,975,0,9,7,0,0,0,0,0,0,0,0
37179,Union,County,130471,51306,77305,0,1371,489,0,0,0,0,0,0,0,0
37181,Vance,County,20950,13160,7608,0,130,52,0,0,0,0,0,0,0,0
37183,Wake,County,629673,410386,209183,0,7928,2176,0,0,0,0,0,0,0,0
37185,Warren,County,10295,6716,3497,0,61,21,0,0,0,0,0,0,0,0
37187,Washington,County,6191,3531,2623,0,24,13,0,0,0,0,0,0,0,0
37189,Watauga,County,32040,17642,13790,0,482,126,0,0,0,0,0,0,0,0
37191,Wayne,County,55316,25589,29056,0,447,224,0,0,0,0,0,0,0,0
37193,Wilkes,County,35350,9537,25469,0,250,94,0,0,0,0,0,0,0,0
37195,Wilson,County,40685,22014,18305,0,262,104,0,0,0,0,0,0,0,0
37197,Yadkin,County,19900,4777,14910,0,159,54,0,0,0,0,0,0,0,0
37199,Yancey,County,11374,4147,7105,0,83,39,0,0,0,0,0,0,0,0
38001,Adams,County,1260,163,1000,0,40,0,0,0,57,0,0,0,0,0
38003,Barnes,County,5516,1366,3775,0,173,0,0,0,202,0,0,0,0,0
38005,Benson,County,1952,708,1098,0,61,0,0,0,85,0,0,0,0,0
38007,Billings,County,629,57,442,0,28,0,0,0,102,0,0,0,0,0
38009,Bottineau,County,3445,588,2653,0,93,0,0,0,111,0,0,0,0,0
38011,Bowman,County,1636,171,1254,0,53,0,0,0,158,0,0,0,0,0
38013,Burke,County,1142,129,860,0,43,0,0,0,110,0,0,0,0,0
38015,Burleigh,County,50003,12064,31067,0,2385,0,0,0,4487,0,0,0,0,0
38017,Cass,County,85392,31055,50649,0,2737,0,0,0,951,0,0,0,0,0
38019,Cavalier,County,2011,343,1551,0,55,0,0,0,62,0,0,0,0,0
38021,Dickey,County,2422,479,1791,0,72,0,0,0,80,0,0,0,0,0
38023,Divide,County,1196,200,918,0,40,0,0,0,38,0,0,0,0,0
38025,Dunn,County,2310,280,1711,0,99,0,0,0,220,0,0,0,0,0
38027,Eddy,County,1253,307,847,0,37,0,0,0,62,0,0,0,0,0
38029,Emmons,County,1956,225,1375,0,98,0,0,0,258,0,0,0,0,0
38031,Foster,County,1757,290,1317,0,58,0,0,0,92,0,0,0,0,0
38033,Golden Valley,County,1014,105,792,0,46,0,0,0,71,0,0,0,0,0
38035,Grand Forks,County,30506,10006,19150,0,955,0,0,0,395,0,0,0,0,0
38037,Grant,County,1372,171,964,0,71,0,0,0,166,0,0,0,0,0
38039,Griggs,County,1241,247,924,0,33,0,0,0,37,0,0,0,0,0
38041,Hettinger,County,1288,153,923,0,65,0,0,0,147,0,0,0,0,0
38043,Kidder,County,1442,215,928,0,75,0,0,0,224,0,0,0,0,0
38045,LaMoure,County,2207,391,1666,0,69,0,0,0,81,0,0,0,0,0
38047,Logan,County,1059,109,739,0,54,0,0,0,157,0,0,0,0,0
38049,McHenry,County,2975,447,2211,0,136,0,0,0,181,0,0,0,0,0
38051,McIntosh,County,1438,201,1109,0,64,0,0,0,64,0,0,0,0,0
38053,McKenzie,County,5341,659,4305,0,192,0,0,0,185,0,0,0,0,0
38055,McLean,County,5444,1094,3466,0,305,0,0,0,579,0,0,0,0,0
38057,Mercer,County,4614,591,3352,0,175,0,0,0,496,0,0,0,0,0
38059,Morton,County,16346,3341,10254,0,865,0,0,0,1886,0,0,0,0,0
38061,Mountrail,County,4123,1072,2691,0,170,0,0,0,190,0,0,0,0,0
38063,Nelson,County,1777,504,1192,0,40,0,0,0,41,0,0,0,0,0
38065,Oliver,County,1046,123,741,0,44,0,0,0,138,0,0,0,0,0
38067,Pembina,County,3300,625,2451,0,91,0,0,0,133,0,0,0,0,0
38069,Pierce,County,2108,373,1522,0,61,0,0,0,152,0,0,0,0,0
38071,Ramsey,County,5364,1239,3761,0,181,0,0,0,183,0,0,0,0,0
38073,Ransom,County,2445,693,1603,0,97,0,0,0,52,0,0,0,0,0
38075,Renville,County,1314,168,1064,0,43,0,0,0,39,0,0,0,0,0
38077,Richland,County,7759,1963,5458,0,236,0,0,0,102,0,0,0,0,0
38079,Rolette,County,3766,2151,1496,0,80,0,0,0,39,0,0,0,0,0
38081,Sargent,County,2060,571,1414,0,53,0,0,0,22,0,0,0,0,0
38083,Sheridan,County,795,101,516,0,43,0,0,0,135,0,0,0,0,0
38085,Sioux,County,1177,667,340,0,77,0,0,0,93,0,0,0,0,0
38087,Slope,County,425,40,329,0,16,0,0,0,40,0,0,0,0,0
38089,Stark,County,14820,1977,10499,0,754,0,0,0,1590,0,0,0,0,0
38091,Steele,County,1088,333,714,0,24,0,0,0,17,0,0,0,0,0
38093,Stutsman,County,9785,1992,7071,0,395,0,0,0,327,0,0,0,0,0
38095,Towner,County,1167,234,861,0,30,0,0,0,42,0,0,0,0,0
38097,Traill,County,4122,1201,2755,0,96,0,0,0,70,0,0,0,0,0
38099,Walsh,County,4744,975,3461,0,120,0,0,0,188,0,0,0,0,0
38101,Ward,County,27991,5587,20295,0,1262,0,0,0,847,0,0,0,0,0
38103,Wells,County,2342,356,1606,0,98,0,0,0,282,0,0,0,0,0
38105,Williams,County,13974,1689,10548,0,665,0,0,0,1072,0,0,0,0,0
49001,Beaver,County,2964,291,2468,0,102,0,0,48,0,54,0,1,0,0
49003,Box Elder,County,26549,3507,20642,0,1038,0,0,553,0,787,0,20,2,0
49005,Cache,County,56560,12943,39952,0,1948,0,0,835,0,882,0,0,0,0
49007,Carbon,County,9023,2091,6506,0,271,0,0,155,0,0,0,0,0,0
49009,Daggett,County,591,91,469,0,10,0,0,15,0,5,0,1,0,0
49011,Davis,County,168353,41101,115501,0,6018,0,0,4374,0,1193,16,148,2,0
49013,Duchesne,County,8246,739,6096,0,308,0,0,210,0,878,0,15,0,0
49015,Emery,County,4731,489,3918,0,105,0,0,88,0,130,0,1,0,0
49017,Garfield,County,2645,428,2123,0,73,0,0,21,0,0,0,0,0,0
49019,Grand,County,5052,2499,2303,0,158,0,0,56,0,35,0,1,0,0
49021,Iron,County,24116,3854,17650,0,1425,0,0,644,0,504,0,39,0,0
49023,Juab,County,5736,470,4606,0,211,0,0,219,0,208,1,21,0,0
49025,Kane,County,4020,918,2802,0,140,0,0,71,0,85,0,4,0,0
49027,Millard,County,5992,519,4528,0,183,0,0,168,0,592,0,2,0,0
49029,Morgan,County,6400,770,5190,0,229,0,0,122,0,85,0,4,0,0
49031,Piute,County,830,65,672,0,36,0,0,27,0,30,0,0,0,0
49033,Rich,County,1334,158,1081,0,28,0,0,16,0,51,0,0,0,0
49035,Salt Lake,County,528966,238249,266177,0,16001,0,0,6137,0,2193,53,153,3,0
49037,San Juan,County,6580,2642,3477,0,258,0,0,135,0,61,0,7,0,0
49039,Sanpete,County,12454,1012,10326,0,363,0,0,388,0,348,1,16,0,0
49041,Sevier,County,10147,882,8364,0,288,0,0,271,0,332,1,9,0,0
49043,Summit,County,25301,13066,11290,0,587,0,0,205,0,145,0,8,0,0
49045,Tooele,County,30649,7058,21293,0,1383,0,0,662,0,232,5,16,0,0
49047,Uintah,County,14838,1482,10290,0,509,0,0,367,0,2052,116,21,1,0
49049,Utah,County,281498,52524,208514,0,10798,0,0,5355,0,4065,14,225,3,0
49051,Wasatch,County,17293,4911,11472,0,509,0,0,202,0,189,2,8,0,0
49053,Washington,County,87862,16698,61125,0,4432,0,0,2520,0,2986,6,94,1,0
49055,Wayne,County,1581,321,1115,0,55,0,0,46,0,44,0,0,0,0
49057,Weber,County,108567,32976,68804,0,3927,0,0,1900,0,822,15,123,0,0
50001,Addison,County,21867,6218,15034,125,0,0,0,0,85,58,36,50,171,90
50003,Bennington,County,20007,5846,12053,1313,0,0,0,0,62,59,58,60,198,358
50005,Caledonia,County,15973,3471,11701,224,0,0,0,0,102,40,120,77,175,63
50007,Chittenden,County,97615,30541,64912,402,0,0,0,0,261,314,163,155,567,300
50009,Essex,County,3181,551,2408,62,0,0,0,0,25,14,50,18,38,15
50011,Franklin,County,25649,4251,20095,268,0,0,0,0,127,405,90,59,258,96
50013,Grand Isle,County,4824,924,3755,26,0,0,0,0,8,39,8,7,44,13
50015,Lamoille,County,14816,3639,10695,103,0,0,0,0,82,38,42,40,127,50
50017,Orange,County,16999,4132,12174,222,0,0,0,0,92,53,40,78,140,68
50019,Orleans,County,13851,2690,10291,252,0,0,0,0,140,40,220,32,141,45
50021,Rutland,County,33530,7129,24588,582,0,0,0,0,287,110,105,127,379,223
50023,Washington,County,35016,9833,24188,247,0,0,0,0,144,70,48,113,276,97
50025,Windham,County,25499,10308,13781,334,0,0,0,0,55,98,75,81,594,173
50027,Windsor,County,33884,9681,22737,416,0,0,0,0,129,93,105,140,397,186
53001,Adams,County,5840,1655,4170,0,0,0,0,0,15,0,0,0,0,0
53003,Asotin,County,11869,4212,7627,0,0,0,0,0,30,0,0,0,0,0
53005,Benton,County,102519,36939,65170,0,0,0,0,0,410,0,0,0,0,0
53007,Chelan,County,43046,17922,24936,0,0,0,0,0,188,0,0,0,0,0
53009,Clallam,County,49088,24366,24640,0,0,0,0,0,82,0,0,0,0,0
53011,Clark,County,271895,138196,132984,0,0,0,0,0,715,0,0,0,0,0
53013,Columbia,County,2475,652,1819,0,0,0,0,0,4,0,0,0,0,0
53015,Cowlitz,County,59859,22213,37453,0,0,0,0,0,193,0,0,0,0,0
53017,Douglas,County,21224,7176,13958,0,0,0,0,0,90,0,0,0,0,0
53019,Ferry,County,4368,1345,3000,0,0,0,0,0,23,0,0,0,0,0
53021,Franklin,County,32387,12803,19488,0,0,0,0,0,96,0,0,0,0,0
53023,Garfield,County,1478,349,1118,0,0,0,0,0,11,0,0,0,0,0
53025,Grant,County,37526,10772,26645,0,0,0,0,0,109,0,0,0,0,0
53027,Grays Harbor,County,38307,16502,21686,0,0,0,0,0,119,0,0,0,0,0
53029,Island,County,53537,28239,25145,0,0,0,0,0,153,0,0,0,0,0
53031,Jefferson,County,24702,16992,7651,0,0,0,0,0,59,0,0,0,0,0
53033,King,County,1198049,887374,307022,0,0,0,0,0,3653,0,0,0,0,0
53035,Kitsap,County,157584,87766,69288,0,0,0,0,0,530,0,0,0,0,0
53037,Kittitas,County,26183,10529,15567,0,0,0,0,0,87,0,0,0,0,0
53039,Klickitat,County,13455,5693,7735,0,0,0,0,0,27,0,0,0,0,0
53041,Lewis,County,45249,13821,31306,0,0,0,0,0,122,0,0,0,0,0
53043,Lincoln,County,7002,1526,5450,0,0,0,0,0,26,0,0,0,0,0
53045,Mason,County,37168,16502,20562,0,0,0,0,0,104,0,0,0,0,0
53047,Okanogan,County,21195,8298,12843,0,0,0,0,0,54,0,0,0,0,0
53049,Pacific,County,14018,6514,7463,0,0,0,0,0,41,0,0,0,0,0
53051,Pend Oreille,County,8503,2513,5959,0,0,0,0,0,31,0,0,0,0,0
53053,Pierce,County,460731,238097,220904,0,0,0,0,0,1730,0,0,0,0,0
53055,San Juan,County,13109,9621,3465,0,0,0,0,0,23,0,0,0,0,0
53057,Skagit,County,73079,36444,36404,0,0,0,0,0,231,0,0,0,0,0
53059,Skamania,County,7260,3129,4116,0,0,0,0,0,15,0,0,0,0,0
53061,Snohomish,County,436280,244876,189797,0,0,0,0,0,1607,0,0,0,0,0
53063,Spokane,County,293925,131734,161138,0,0,0,0,0,1053,0,0,0,0,0
53065,Stevens,County,28371,7393,20902,0,0,0,0,0,76,0,0,0,0,0
53067,Thurston,County,166800,93723,72506,0,0,0,0,0,571,0,0,0,0,0
53069,Wahkiakum,County,2970,1102,1862,0,0,0,0,0,6,0,0,0,0,0
53071,Walla Walla,County,30989,13305,17590,0,0,0,0,0,94,0,0,0,0,0
53073,Whatcom,County,137935,81992,55544,0,0,0,0,0,399,0,0,0,0,0
53075,Whitman,County,20934,10806,10056,0,0,0,0,0,72,0,0,0,0,0
53077,Yakima,County,95545,41152,54097,0,0,0,0,0,296,0,0,0,0,0
54001,Barbour,County,6552,1419,4783,0,276,0,74,0,0,0,0,0,0,0
54003,Berkeley,County,47897,15253,28841,0,1798,0,2005,0,0,0,0,0,0,0
54005,Boone,County,8840,2829,5765,0,151,0,95,0,0,0,0,0,0,0
54007,Braxton,County,5545,1492,3799,0,184,0,70,0,0,0,0,0,0,0
54009,Brooke,County,10409,2964,6840,0,437,0,168,0,0,0,0,0,0,0
54011,Cabell,County,36185,14151,20750,0,923,0,361,0,0,0,0,0,0,0
54013,Calhoun,County,2886,632,2141,0,76,0,37,0,0,0,0,0,0,0
54015,Clay,County,3218,734,2370,0,78,0,36,0,0,0,0,0,0,0
54017,Doddridge,County,2964,473,2330,0,110,0,51,0,0,0,0,0,0,0
54019,Fayette,County,16214,5587,10076,0,357,0,194,0,0,0,0,0,0,0
54021,Gilmer,County,2580,623,1773,0,139,0,45,0,0,0,0,0,0,0
54023,Grant,County,5157,609,4302,0,136,0,110,0,0,0,0,0,0,0
54025,Greenbrier,County,15495,4053,10973,0,309,0,160,0,0,0,0,0,0,0
54027,Hampshire,County,9493,1835,7111,0,261,0,286,0,0,0,0,0,0,0
54029,Hancock,County,13511,3868,8995,0,444,0,204,0,0,0,0,0,0,0
54031,Hardy,County,6120,1471,4364,0,160,0,125,0,0,0,0,0,0,0
54033,Harrison,County,29537,8778,19074,0,1343,0,342,0,0,0,0,0,0,0
54035,Jackson,County,12751,3418,8932,0,280,0,121,0,0,0,0,0,0,0
54037,Jefferson,County,26818,10563,14010,0,691,0,1554,0,0,0,0,0,0,0
54039,Kanawha,County,80503,37101,41310,0,1535,0,557,0,0,0,0,0,0,0
54041,Lewis,County,7325,1393,5407,0,448,0,77,0,0,0,0,0,0,0
54043,Lincoln,County,7578,2164,5265,0,96,0,53,0,0,0,0,0,0,0
54045,Logan,County,12745,3052,9436,0,161,0,96,0,0,0,0,0,0,0
54047,McDowell,County,6280,1321,4861,0,55,0,43,0,0,0,0,0,0,0
54049,Marion,County,25340,8632,15253,0,1135,0,320,0,0,0,0,0,0,0
54051,Marshall,County,13803,3839,9324,0,450,0,190,0,0,0,0,0,0,0
54053,Mason,County,10805,2898,7519,0,262,0,126,0,0,0,0,0,0,0
54055,Mercer,County,24244,5052,18340,0,571,0,281,0,0,0,0,0,0,0
54057,Mineral,County,12589,2412,9535,0,385,0,257,0,0,0,0,0,0,0
54059,Mingo,County,9684,2022,7454,0,127,0,81,0,0,0,0,0,0,0
54061,Monongalia,County,41294,19460,19854,0,1557,0,423,0,0,0,0,0,0,0
54063,Monroe,County,6223,1284,4764,0,110,0,65,0,0,0,0,0,0,0
54065,Morgan,County,8347,1850,5948,0,232,0,317,0,0,0,0,0,0,0
54067,Nicholas,County,10219,2414,7518,0,186,0,101,0,0,0,0,0,0,0
54069,Ohio,County,19654,6984,11775,0,718,0,177,0,0,0,0,0,0,0
54071,Pendleton,County,3583,774,2664,0,96,0,49,0,0,0,0,0,0,0
54073,Pleasants,County,3392,670,2596,0,79,0,47,0,0,0,0,0,0,0
54075,Pocahontas,County,3851,965,2737,0,97,0,52,0,0,0,0,0,0,0
54077,Preston,County,14008,3240,10023,0,534,0,211,0,0,0,0,0,0,0
54079,Putnam,County,26950,8831,17251,0,656,0,212,0,0,0,0,0,0,0
54081,Raleigh,County,32133,8962,22259,0,615,0,297,0,0,0,0,0,0,0
54083,Randolph,County,11718,3349,7915,0,372,0,82,0,0,0,0,0,0,0
54085,Ritchie,County,4082,665,3234,0,123,0,60,0,0,0,0,0,0,0
54087,Roane,County,5660,1473,4007,0,131,0,49,0,0,0,0,0,0,0
54089,Summers,County,5431,1502,3773,0,98,0,58,0,0,0,0,0,0,0
54091,Taylor,County,7192,1769,5058,0,295,0,70,0,0,0,0,0,0,0
54093,Tucker,County,3751,944,2628,0,141,0,38,0,0,0,0,0,0,0
54095,Tyler,County,3766,745,2746,0,217,0,58,0,0,0,0,0,0,0
54097,Upshur,County,9930,1915,6951,0,994,0,70,0,0,0,0,0,0,0
54099,Wayne,County,16180,4548,11079,0,402,0,151,0,0,0,0,0,0,0
54101,Webster,County,3339,659,2552,0,88,0,40,0,0,0,0,0,0,0
54103,Wetzel,County,6553,1727,4559,0,180,0,87,0,0,0,0,0,0,0
54105,Wirt,County,2544,483,1947,0,71,0,43,0,0,0,0,0,0,0
54107,Wood,County,37616,9933,26232,0,1071,0,380,0,0,0,0,0,0,0
54109,Wyoming,County,8320,1240,6941,0,86,0,53,0,0,0,0,0,0,0
